minute,mid,bid,ask,signal
0,100.24976681622175,100.22476681622175,100.27476681622176,0.0
1,99.71868173704563,99.69368173704562,99.74368173704563,0.0
2,98.95833266848382,98.93333266848381,98.98333266848383,0.0
3,98.70944628334806,98.68444628334805,98.73444628334806,0.0
4,98.55785390418062,98.53285390418061,98.58285390418062,0.0
5,98.54977423896514,98.52477423896514,98.57477423896515,-0.9981371086298714
6,96.76923967960931,96.74423967960931,96.79423967960932,-0.9976145603058495
7,98.48405774382776,98.45905774382776,98.50905774382777,-0.5256796307555813
8,98.21231418485684,98.18731418485683,98.23731418485684,-0.5714735068744355
9,97.02285770997543,96.99785770997542,97.04785770997543,-0.9481714371986644
10,97.29914082106174,97.27414082106174,97.32414082106175,-0.9306687216708067
11,97.90376189440725,97.87876189440725,97.92876189440726,0.9518632696060826
12,98.76076581060387,98.73576581060387,98.78576581060388,0.3767220612387849
13,98.36661629480678,98.34161629480677,98.39161629480678,0.21053789577256785
14,98.4266311591312,98.4016311591312,98.45163115913121,0.9860859332507422
15,101.1878682019101,101.1628682019101,101.21286820191011,0.9949894232534189
16,101.14247461744199,101.11747461744199,101.167474617442,0.9767618273028766
17,101.16036910377923,101.13536910377923,101.18536910377924,0.919085990077339
18,99.81917452872344,99.79417452872343,99.84417452872344,0.830331132762232
19,100.91555064573336,100.89055064573336,100.94055064573337,0.9996044333225934
20,101.04056563921873,101.01556563921872,101.06556563921873,-0.2547448532973641
21,100.812057212878,100.787057212878,100.83705721287801,-0.5484006376797604
22,102.27595785135048,102.25095785135048,102.30095785135049,0.8551202361006014
23,102.13141155410068,102.10641155410067,102.15641155410069,0.9970884344247466
24,101.99018606086653,101.96518606086653,102.01518606086654,0.9211062874154571
25,100.66593109726895,100.64093109726895,100.69093109726896,-0.4506336737775884
26,102.06685412069734,102.04185412069734,102.09185412069735,0.9570821208305584
27,101.15662967792116,101.13162967792115,101.18162967792117,-0.9361733871782602
28,100.60294011997695,100.57794011997694,100.62794011997696,-0.9745859935107187
29,101.00435368346692,100.97935368346691,101.02935368346692,-0.9324433308562965
30,100.464195869268,100.43919586926799,100.489195869268,-0.3094760101803712
31,99.382018364972,99.35701836497199,99.407018364972,-0.9990954231623594
32,99.25595167716217,99.23095167716217,99.28095167716218,-0.9849892439116863
33,98.19331679351785,98.16831679351785,98.21831679351786,-0.9752237874509051
34,97.74871267871691,97.72371267871691,97.77371267871692,-0.9954829173221527
35,96.31016614553886,96.28516614553885,96.33516614553886,-0.9973577073403401
36,97.33961837055664,97.31461837055663,97.36461837055664,-0.9547906725361005
37,97.34531579972035,97.32031579972035,97.37031579972036,-0.9917011167771048
38,98.09709772212345,98.07209772212344,98.12209772212346,-0.14258209853429668
39,99.66447592768546,99.63947592768545,99.68947592768546,0.9121031267960971
40,101.22870486230772,101.20370486230772,101.25370486230773,0.9941716431484274
41,100.4998767699957,100.47487676999569,100.5248767699957,0.9600901286749907
42,100.70390993020285,100.67890993020285,100.72890993020286,0.991804336531129
43,100.43687868774403,100.41187868774402,100.46187868774403,0.9994982885312587
44,101.06243737252476,101.03743737252475,101.08743737252476,0.9993600193381121
45,100.43441013999288,100.40941013999287,100.45941013999288,-0.9948136180469795
46,101.2980775643598,101.2730775643598,101.3230775643598,0.9690702683981048
47,102.21883112392214,102.19383112392214,102.24383112392215,0.967687252420351
48,102.32336034825846,102.29836034825846,102.34836034825847,0.9823083430983952
49,99.41528806706522,99.39028806706521,99.44028806706523,-0.8711988500826039
50,98.16444079613326,98.13944079613326,98.18944079613327,-0.8458063285057232
51,97.29393219804876,97.26893219804876,97.31893219804877,-0.939729936963063
52,96.92419256843972,96.89919256843972,96.94919256843973,-0.9846363075210904
53,96.4164668194037,96.39146681940369,96.4414668194037,-0.9999113653719399
54,96.26444203308475,96.23944203308474,96.28944203308475,-0.9994822209388134
55,97.69285824865504,97.66785824865504,97.71785824865505,-0.6591807907701892
56,97.48243467183345,97.45743467183344,97.50743467183345,0.29034384646677613
57,97.67629270117156,97.65129270117156,97.70129270117157,0.7875542593434602
58,97.44674504020027,97.42174504020026,97.47174504020028,0.9387901943679776
59,96.0824182792053,96.0574182792053,96.1074182792053,-0.26276988550180524
60,94.94386894147273,94.91886894147272,94.96886894147273,-0.981112487047888
61,93.77351257683516,93.74851257683515,93.79851257683517,-0.9775192159498225
62,93.5324232600493,93.5074232600493,93.5574232600493,-0.9874854870722208
63,93.24210553754403,93.21710553754403,93.26710553754404,-0.9983876912347294
64,94.66059303715137,94.63559303715137,94.68559303715138,-0.9588749667234082
65,95.6877934743043,95.6627934743043,95.7127934743043,0.6332706135419773
66,94.19469257959948,94.16969257959947,94.21969257959948,0.4085833227164138
67,93.11192964911696,93.08692964911695,93.13692964911696,-0.37596024817562795
68,92.43123518410607,92.40623518410607,92.45623518410608,-0.5598718074126932
69,93.65620342348656,93.63120342348655,93.68120342348656,-0.6719426134127341
70,93.43391022523716,93.40891022523715,93.45891022523716,-0.9979591335691105
71,92.83356215328948,92.80856215328947,92.85856215328948,-0.99276635701024
72,94.04382783381887,94.01882783381886,94.06882783381887,0.8942916701904489
73,95.32771420535062,95.30271420535061,95.35271420535062,0.9960470460260069
74,95.72338570805469,95.69838570805469,95.7483857080547,0.9330698004946986
75,95.8887332911768,95.8637332911768,95.91373329117681,0.955367869114224
76,96.81111496047168,96.78611496047168,96.83611496047169,0.9992611084975354
77,94.62767048976472,94.60267048976472,94.65267048976473,0.6232693666709523
78,94.81698526927774,94.79198526927773,94.84198526927774,-0.5213895599426283
79,95.22844363971079,95.20344363971078,95.2534436397108,-0.505107417052472
80,94.837118738227,94.812118738227,94.86211873822701,-0.8271675567119627
81,95.11658643526954,95.09158643526953,95.14158643526955,-0.9999982260989047
82,95.54415613364337,95.51915613364336,95.56915613364338,0.9954597086351334
83,95.21047663955073,95.18547663955073,95.23547663955074,0.9140766881445768
84,95.01053022730778,94.98553022730778,95.03553022730779,-0.6792158149017837
85,94.55551243879499,94.53051243879499,94.580512438795,-0.656142541243299
86,93.19716937402322,93.17216937402321,93.22216937402322,-0.970318592136111
87,93.10645274973612,93.08145274973612,93.13145274973613,-0.9848090849098906
88,93.6094869741229,93.5844869741229,93.63448697412291,-0.9553511571700641
89,93.75647383144211,93.7314738314421,93.78147383144211,-0.9743695541675248
90,94.46689031410403,94.44189031410403,94.49189031410404,-0.16185450413194946
91,92.12149782285174,92.09649782285173,92.14649782285174,-0.8443324767767939
92,92.81224076759416,92.78724076759416,92.83724076759417,-0.31400716330769346
93,93.87104291005905,93.84604291005904,93.89604291005905,0.27377428069486964
94,93.17129524565313,93.14629524565312,93.19629524565313,-0.5657921703746643
95,93.20924514111533,93.18424514111533,93.23424514111534,-0.9617650291735486
96,91.78679783395197,91.76179783395196,91.81179783395197,-0.4120819348576565
97,92.27789975291054,92.25289975291054,92.30289975291055,-0.5693781217060794
98,90.49992947235313,90.47492947235312,90.52492947235314,-0.9951202102656095
99,89.81359516435529,89.78859516435529,89.8385951643553,-0.9855100872676832
100,90.31971927801624,90.29471927801623,90.34471927801624,-0.9921697710439248
101,91.25746988734689,91.23246988734688,91.28246988734689,-0.5018314703039422
102,90.99274077140338,90.96774077140337,91.01774077140338,-0.9785559623218151
103,91.23486216786007,91.20986216786007,91.25986216786008,0.8205146908390832
104,90.92254123124796,90.89754123124796,90.94754123124797,0.994243120222628
105,90.61114490913937,90.58614490913936,90.63614490913938,0.8019909423106164
106,91.21410772109391,91.1891077210939,91.23910772109392,-0.16905271949292597
107,91.14590224005931,91.12090224005931,91.17090224005932,0.5247500870267173
108,91.53314384964627,91.50814384964626,91.55814384964627,0.7004591092885283
109,91.75397722108481,91.7289772210848,91.77897722108482,0.9574616186537154
110,91.85741252060654,91.83241252060654,91.88241252060655,0.9992419574107961
111,90.28187543518388,90.25687543518387,90.30687543518388,-0.8976846719659125
112,92.15309176478718,92.12809176478717,92.17809176478718,0.8830051385139258
113,90.91796800572075,90.89296800572075,90.94296800572076,-0.6622738537831165
114,90.05159742344094,90.02659742344093,90.07659742344094,-0.9495310960520809
115,90.86114324969098,90.83614324969098,90.88614324969099,-0.8399564857376304
116,91.18653620038585,91.16153620038584,91.21153620038585,0.8327920574302091
117,91.06129235564428,91.03629235564428,91.08629235564429,-0.9852233123059804
118,91.12839389663242,91.10339389663241,91.15339389663242,0.4223175809007487
119,90.75994814486995,90.73494814486995,90.78494814486996,0.9991811884967721
120,90.46813838363377,90.44313838363377,90.49313838363378,-0.8623387403251611
121,89.72729647909242,89.70229647909241,89.75229647909242,-0.9882884412153065
122,89.93817209679904,89.91317209679903,89.96317209679904,-0.960115449699173
123,88.48662962089323,88.46162962089322,88.51162962089323,-0.9951185831701338
124,87.49969023571688,87.47469023571688,87.52469023571689,-0.9910242918146138
125,88.13765700159621,88.1126570015962,88.16265700159622,-0.9770754258424857
126,89.51148221329707,89.48648221329707,89.53648221329708,-0.21270577329749557
127,88.77800816871691,88.7530081687169,88.80300816871691,-0.9143555300734244
128,89.25538417792389,89.23038417792388,89.28038417792389,0.7324542349342381
129,90.08571137059077,90.06071137059077,90.11071137059078,0.9981872049933259
130,91.67179064207333,91.64679064207333,91.69679064207334,0.9964336765503776
131,90.62324542182398,90.59824542182398,90.64824542182399,0.7507617794991349
132,91.21778283985684,91.19278283985683,91.24278283985684,0.9884002915566489
133,94.46134192735633,94.43634192735632,94.48634192735634,0.9956042511262221
134,93.22720709421763,93.20220709421763,93.25220709421764,0.9638726812901679
135,92.66077038159962,92.63577038159961,92.68577038159962,0.5649661833461576
136,90.82848822412431,90.80348822412431,90.85348822412432,0.1372106846944245
