minute,mid,bid,ask,signal,quoted_bid,quoted_ask
0,100.24976681622175,100.22476681622175,100.27476681622176,0.0,100.22476681622175,100.27476681622176
1,99.71868173704563,99.69368173704562,99.74368173704563,0.0,99.69368173704562,99.74368173704563
2,98.95833266848382,98.93333266848381,98.98333266848383,0.0,98.93333266848381,98.98333266848383
3,98.70944628334806,98.68444628334805,98.73444628334806,0.0,98.68444628334805,98.73444628334806
4,98.55785390418062,98.53285390418061,98.58285390418062,0.0,98.53285390418061,98.58285390418062
5,98.54977423896514,98.52477423896514,98.57477423896515,-0.9981371086298714,98.50481149679254,98.55481149679255
6,96.76923967960931,96.74423967960931,96.79423967960932,-0.9976145603058495,96.72428738840318,96.7742873884032
7,98.48405774382776,98.45905774382776,98.50905774382777,-0.5256796307555813,98.44854415121264,98.49854415121266
8,98.21231418485684,98.18731418485683,98.23731418485684,-0.5714735068744355,98.17588471471934,98.22588471471936
9,97.02285770997543,96.99785770997542,97.04785770997543,-0.9481714371986644,96.97889428123145,97.02889428123146
10,97.29914082106174,97.27414082106174,97.32414082106175,-0.9306687216708067,97.25552744662832,97.30552744662833
11,97.90376189440725,97.87876189440725,97.92876189440726,0.9518632696060826,97.89779915979938,97.94779915979939
12,98.76076581060387,98.73576581060387,98.78576581060388,0.3767220612387849,98.74330025182864,98.79330025182865
13,98.36661629480678,98.34161629480677,98.39161629480678,0.21053789577256785,98.34582705272221,98.39582705272223
14,98.4266311591312,98.4016311591312,98.45163115913121,0.9860859332507422,98.42135287779621,98.47135287779622
15,101.1878682019101,101.1628682019101,101.21286820191011,0.9949894232534189,101.18276799037517,101.23276799037518
16,101.14247461744199,101.11747461744199,101.167474617442,0.9767618273028766,101.13700985398805,101.18700985398806
17,101.16036910377923,101.13536910377923,101.18536910377924,0.919085990077339,101.15375082358078,101.20375082358079
18,99.81917452872344,99.79417452872343,99.84417452872344,0.830331132762232,99.81078115137868,99.86078115137869
19,100.91555064573336,100.89055064573336,100.94055064573337,0.9996044333225934,100.91054273439981,100.96054273439982
20,101.04056563921873,101.01556563921872,101.06556563921873,-0.2547448532973641,101.01047074215278,101.06047074215279
21,100.812057212878,100.787057212878,100.83705721287801,-0.5484006376797604,100.7760892001244,100.82608920012441
22,102.27595785135048,102.25095785135048,102.30095785135049,0.8551202361006014,102.26806025607249,102.3180602560725
23,102.13141155410068,102.10641155410067,102.15641155410069,0.9970884344247466,102.12635332278917,102.17635332278918
24,101.99018606086653,101.96518606086653,102.01518606086654,0.9211062874154571,101.98360818661484,102.03360818661486
25,100.66593109726895,100.64093109726895,100.69093109726896,-0.4506336737775884,100.6319184237934,100.6819184237934
26,102.06685412069734,102.04185412069734,102.09185412069735,0.9570821208305584,102.06099576311395,102.11099576311396
27,101.15662967792116,101.13162967792115,101.18162967792117,-0.9361733871782602,101.11290621017758,101.1629062101776
28,100.60294011997695,100.57794011997694,100.62794011997696,-0.9745859935107187,100.55844840010673,100.60844840010674
29,101.00435368346692,100.97935368346691,101.02935368346692,-0.9324433308562965,100.96070481684978,101.0107048168498
30,100.464195869268,100.43919586926799,100.489195869268,-0.3094760101803712,100.43300634906439,100.4830063490644
31,99.382018364972,99.35701836497199,99.407018364972,-0.9990954231623594,99.33703645650874,99.38703645650875
32,99.25595167716217,99.23095167716217,99.28095167716218,-0.9849892439116863,99.21125189228394,99.26125189228395
33,98.19331679351785,98.16831679351785,98.21831679351786,-0.9752237874509051,98.14881231776883,98.19881231776884
34,97.74871267871691,97.72371267871691,97.77371267871692,-0.9954829173221527,97.70380302037046,97.75380302037047
35,96.31016614553886,96.28516614553885,96.33516614553886,-0.9973577073403401,96.26521899139205,96.31521899139206
36,97.33961837055664,97.31461837055663,97.36461837055664,-0.9547906725361005,97.29552255710591,97.34552255710592
37,97.34531579972035,97.32031579972035,97.37031579972036,-0.9917011167771048,97.3004817773848,97.35048177738481
38,98.09709772212345,98.07209772212344,98.12209772212346,-0.14258209853429668,98.06924608015277,98.11924608015278
39,99.66447592768546,99.63947592768545,99.68947592768546,0.9121031267960971,99.65771799022137,99.70771799022138
40,101.22870486230772,101.20370486230772,101.25370486230773,0.9941716431484274,101.22358829517069,101.2735882951707
41,100.4998767699957,100.47487676999569,100.5248767699957,0.9600901286749907,100.4940785725692,100.5440785725692
42,100.70390993020285,100.67890993020285,100.72890993020286,0.991804336531129,100.69874601693347,100.74874601693348
43,100.43687868774403,100.41187868774402,100.46187868774403,0.9994982885312587,100.43186865351464,100.48186865351465
44,101.06243737252476,101.03743737252475,101.08743737252476,0.9993600193381121,101.05742457291151,101.10742457291153
45,100.43441013999288,100.40941013999287,100.45941013999288,-0.9948136180469795,100.38951386763193,100.43951386763194
46,101.2980775643598,101.2730775643598,101.3230775643598,0.9690702683981048,101.29245896972776,101.34245896972777
47,102.21883112392214,102.19383112392214,102.24383112392215,0.967687252420351,102.21318486897054,102.26318486897055
48,102.32336034825846,102.29836034825846,102.34836034825847,0.9823083430983952,102.31800651512043,102.36800651512044
49,99.41528806706522,99.39028806706521,99.44028806706523,-0.8711988500826039,99.37286409006356,99.42286409006357
50,98.16444079613326,98.13944079613326,98.18944079613327,-0.8458063285057232,98.12252466956315,98.17252466956316
51,97.29393219804876,97.26893219804876,97.31893219804877,-0.939729936963063,97.2501375993095,97.30013759930951
52,96.92419256843972,96.89919256843972,96.94919256843973,-0.9846363075210904,96.87949984228929,96.9294998422893
53,96.4164668194037,96.39146681940369,96.4414668194037,-0.9999113653719399,96.37146859209625,96.42146859209626
54,96.26444203308475,96.23944203308474,96.28944203308475,-0.9994822209388134,96.21945238866597,96.26945238866598
55,97.69285824865504,97.66785824865504,97.71785824865505,-0.6591807907701892,97.65467463283963,97.70467463283964
56,97.48243467183345,97.45743467183344,97.50743467183345,0.29034384646677613,97.46324154876278,97.51324154876279
57,97.67629270117156,97.65129270117156,97.70129270117157,0.7875542593434602,97.66704378635842,97.71704378635843
58,97.44674504020027,97.42174504020026,97.47174504020028,0.9387901943679776,97.44052084408763,97.49052084408764
59,96.0824182792053,96.0574182792053,96.1074182792053,-0.26276988550180524,96.05216288149526,96.10216288149527
60,94.94386894147273,94.91886894147272,94.96886894147273,-0.981112487047888,94.89924669173176,94.94924669173177
61,93.77351257683516,93.74851257683515,93.79851257683517,-0.9775192159498225,93.72896219251616,93.77896219251618
62,93.5324232600493,93.5074232600493,93.5574232600493,-0.9874854870722208,93.48767355030785,93.53767355030786
63,93.24210553754403,93.21710553754403,93.26710553754404,-0.9983876912347294,93.19713778371933,93.24713778371934
64,94.66059303715137,94.63559303715137,94.68559303715138,-0.9588749667234082,94.61641553781689,94.6664155378169
65,95.6877934743043,95.6627934743043,95.7127934743043,0.6332706135419773,95.67545888657513,95.72545888657514
66,94.19469257959948,94.16969257959947,94.21969257959948,0.4085833227164138,94.1778642460538,94.22786424605381
67,93.11192964911696,93.08692964911695,93.13692964911696,-0.37596024817562795,93.07941044415344,93.12941044415345
68,92.43123518410607,92.40623518410607,92.45623518410608,-0.5598718074126932,92.39503774795782,92.44503774795783
69,93.65620342348656,93.63120342348655,93.68120342348656,-0.6719426134127341,93.6177645712183,93.66776457121831
70,93.43391022523716,93.40891022523715,93.45891022523716,-0.9979591335691105,93.38895104256576,93.43895104256578
71,92.83356215328948,92.80856215328947,92.85856215328948,-0.99276635701024,92.78870682614927,92.83870682614928
72,94.04382783381887,94.01882783381886,94.06882783381887,0.8942916701904489,94.03671366722267,94.08671366722268
73,95.32771420535062,95.30271420535061,95.35271420535062,0.9960470460260069,95.32263514627112,95.37263514627114
74,95.72338570805469,95.69838570805469,95.7483857080547,0.9330698004946986,95.71704710406458,95.76704710406459
75,95.8887332911768,95.8637332911768,95.91373329117681,0.955367869114224,95.88284064855908,95.9328406485591
76,96.81111496047168,96.78611496047168,96.83611496047169,0.9992611084975354,96.80610018264163,96.85610018264164
77,94.62767048976472,94.60267048976472,94.65267048976473,0.6232693666709523,94.61513587709814,94.66513587709815
78,94.81698526927774,94.79198526927773,94.84198526927774,-0.5213895599426283,94.78155747807888,94.83155747807889
79,95.22844363971079,95.20344363971078,95.2534436397108,-0.505107417052472,95.19334149136974,95.24334149136975
80,94.837118738227,94.812118738227,94.86211873822701,-0.8271675567119627,94.79557538709275,94.84557538709277
81,95.11658643526954,95.09158643526953,95.14158643526955,-0.9999982260989047,95.07158647074756,95.12158647074757
82,95.54415613364337,95.51915613364336,95.56915613364338,0.9954597086351334,95.53906532781606,95.58906532781607
83,95.21047663955073,95.18547663955073,95.23547663955074,0.9140766881445768,95.20375817331362,95.25375817331363
84,95.01053022730778,94.98553022730778,95.03553022730779,-0.6792158149017837,94.97194591100974,95.02194591100975
85,94.55551243879499,94.53051243879499,94.580512438795,-0.656142541243299,94.51738958797011,94.56738958797013
86,93.19716937402322,93.17216937402321,93.22216937402322,-0.970318592136111,93.15276300218049,93.2027630021805
87,93.10645274973612,93.08145274973612,93.13145274973613,-0.9848090849098906,93.06175656803792,93.11175656803793
88,93.6094869741229,93.5844869741229,93.63448697412291,-0.9553511571700641,93.56537995097949,93.6153799509795
89,93.75647383144211,93.7314738314421,93.78147383144211,-0.9743695541675248,93.71198644035876,93.76198644035877
90,94.46689031410403,94.44189031410403,94.49189031410404,-0.16185450413194946,94.4386532240214,94.4886532240214
91,92.12149782285174,92.09649782285173,92.14649782285174,-0.8443324767767939,92.0796111733162,92.1296111733162
92,92.81224076759416,92.78724076759416,92.83724076759417,-0.31400716330769346,92.780960624328,92.83096062432801
93,93.87104291005905,93.84604291005904,93.89604291005905,0.27377428069486964,93.85151839567294,93.90151839567295
94,93.17129524565313,93.14629524565312,93.19629524565313,-0.5657921703746643,93.13497940224563,93.18497940224565
95,93.20924514111533,93.18424514111533,93.23424514111534,-0.9617650291735486,93.16500984053185,93.21500984053186
96,91.78679783395197,91.76179783395196,91.81179783395197,-0.4120819348576565,91.7535561952548,91.80355619525481
97,92.27789975291054,92.25289975291054,92.30289975291055,-0.5693781217060794,92.24151219047641,92.29151219047642
98,90.49992947235313,90.47492947235312,90.52492947235314,-0.9951202102656095,90.45502706814781,90.50502706814783
99,89.81359516435529,89.78859516435529,89.8385951643553,-0.9855100872676832,89.76888496260993,89.81888496260994
100,90.31971927801624,90.29471927801623,90.34471927801624,-0.9921697710439248,90.27487588259535,90.32487588259536
101,91.25746988734689,91.23246988734688,91.28246988734689,-0.5018314703039422,91.2224332579408,91.27243325794082
102,90.99274077140338,90.96774077140337,91.01774077140338,-0.9785559623218151,90.94816965215693,90.99816965215695
103,91.23486216786007,91.20986216786007,91.25986216786008,0.8205146908390832,91.22627246167684,91.27627246167685
104,90.92254123124796,90.89754123124796,90.94754123124797,0.994243120222628,90.91742609365241,90.96742609365242
105,90.61114490913937,90.58614490913936,90.63614490913938,0.8019909423106164,90.60218472798557,90.65218472798558
